"fec_id","name","candidate_fec_id","candidate_name","affiliation","office","state","district","incumbent_challenger","is_authorized_committee","is_principal_committee"
"C00635441","AUSTIN TEXAS DEMOCRATIC VETERANS CLUB",,,,,,,,FALSE,FALSE
"C00670091","KERRI EVELYN HARRIS FOR DELAWARE","S8DE00137","HARRIS, KERRI EVELYN","DEM","S","DE","0 ","C",FALSE,TRUE
"C00691519","ELLEE SPAWN FOR SOUTH DAKOTA","H0SD01060","SPAWN, ELLEE","DEM","H","SD","0 ","C",FALSE,TRUE
"C00720276","COMMITTEE TO ELECT JAMIE CHEEK","H0UT01148","CHEEK, JAMIE","DEM","H","UT","1 ","O",FALSE,TRUE
"C00434191","HIMES FOR CONGRESS","H8CT04172","HIMES, JIM","DEM","H","CT","4 ","I",FALSE,TRUE
"C00515700","MUCH BETTER CHOICES",,,,,,,,FALSE,FALSE
"C00632059","FRIENDS OF VANGIE WILLIAMS","H8VA01303","WILLIAMS, LAVANGELENE A","DEM","H","VA","1 ","C",FALSE,TRUE
"C00720441","ZAC ROEILL FOR CONGRESS","H0NJ06222","ROEILL, ZACHARY M","DEM","H","NJ","6 ","C",FALSE,TRUE
"C00406447","LOUDOUN COUNTY DEMOCRATIC COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00404145","THE DEMOCRATIC PARTY OF MENDOCINO COUNTY",,,"DEM",,,,,FALSE,FALSE
"C00723122","BOLLIER FOR KANSAS","S0KS00323","BOLLIER, BARBARA","DEM","S","KS","0 ","O",FALSE,TRUE
"C00573790","AMERICA'S OPPORTUNITY FUND",,,,,,,,FALSE,FALSE
"C00700237","SERVICE FIRST WOMEN'S VICTORY FUND",,,,,,,,FALSE,FALSE
"C00714972","MONIKA FOR CONGRESS","H0NC02117","JOHNSON-HOSTLER, MONIKA","DEM","H","NC","2 ","C",FALSE,TRUE
"C00492645","FRIENDS OF CHRIS MURPHY","S2CT00132","MURPHY, CHRISTOPHER S","DEM","S","CT","0 ",,FALSE,TRUE
"C00374058","A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE","H2AZ07070","GRIJALVA, RAUL M","DEM","H","AZ","3 ","I",FALSE,TRUE
"C00707604","FRIENDS OF DANA FERGUSON","H0MI01211","FERGUSON, DANA","DEM","H","MI","1 ","C",FALSE,TRUE
"C00730010","DANIEL BECKSTRAND FOR CONGRESS","H0UT04084","BECKSTRAND, DANIEL","DEM","H","UT","4 ","C",FALSE,TRUE
"C00634030","VOTE COLLINS 2020","P00005439","COLLINS, JOE EDWARD III","REP","P","US","0 ","C",FALSE,TRUE
"C00343871","SCHIFF FOR CONGRESS","H0CA27085","SCHIFF, ADAM","DEM","H","CA","28","I",FALSE,TRUE
"C00636027","TECH FOR CAMPAIGNS",,,,,,,,FALSE,FALSE
"C00697524","LIAM O'MARA FOR CONGRESS","H0CA42217","O'MARA, WILLIAM EDWARD DR IV","DEM","H","CA","42","C",FALSE,TRUE
"C00700344","BIGGAN FOR CONGRESS","H8TX24111","BIGGAN, JOHN DR.","DEM","H","TX","24","C",FALSE,TRUE
"C00437889","PETERS FOR MICHIGAN","S4MI00355","PETERS, GARY","DEM","S","MI","0 ","I",FALSE,TRUE
"C00484055","TOGETHER ENCOURAGING DEMOCRACY - T.E.D. PAC",,,,,,,,FALSE,FALSE
"C00720979","OSEGUERA 2020","H0NJ08129","OSEGUERA, HECTOR OMAR JR.","DEM","H","NJ","8 ","C",FALSE,TRUE
"C00694935","FRIENDS OF NYANZA DAVIS MOORE","H0TX22161","MOORE, NYANZA DAVIS","DEM","H","TX","22","C",FALSE,TRUE
"C00479501","MENENDEZ VICTORY FUND","S6NJ00289","MENENDEZ, ROBERT","DEM","S","NJ","0 ",,FALSE,FALSE
"C00725051","TAMMY YOUNG FOR CONGRESS","H0TX31147","YOUNG, TAMMY","DEM","H","TX","31","C",FALSE,TRUE
"C00637579","FIGHT BACK PAC",,,,,,,,FALSE,FALSE
"C00719054","TAKE BACK THE SENATE 2020",,,,,,,,FALSE,FALSE
"C00402800","PROGRESSIVE VOTE AKA PROGRESSIVE DEMOCRATS OF AMERICA",,,,,,,,FALSE,FALSE
"C00707711","AMERICAN LATINOS UNITED",,,,,,,,FALSE,FALSE
"C00437079","WESTCHESTER-PLAYA DEMOCRATIC CLUB",,,"DEM",,,,,FALSE,FALSE
"C00648857","ROCK THE CONGRESS",,,,,,,,FALSE,FALSE
"C00652065","DEBBIE FOR CONGRESS","H8FL26039","MUCARSEL-POWELL, DEBBIE","DEM","H","FL","26","I",FALSE,TRUE
"C00105668","CALIFORNIA DEMOCRATIC PARTY",,,"DEM",,,,,FALSE,FALSE
"C00711564","GOROFF FOR CONGRESS","H0NY01186","GOROFF, NANCY","DEM","H","NY","1 ","C",FALSE,TRUE
"C00545830","CASEY KEYSTONE VICTORY FUND","S6PA00217","CASEY, ROBERT P. JR.","DEM","S","PA","0 ",,FALSE,FALSE
"C00649004","MCLEOD-SKINNER FOR OREGON","H8OR02161","MCLEOD-SKINNER, JAMIE","DEM","H","OR","2 ","O",FALSE,TRUE
"C00701490","MARK GAMBA FOR CONGRESS","H0OR05096","GAMBA, MARK","DEM","H","OR","5 ","C",FALSE,TRUE
"C00726968","DONNA DEEGAN FOR CONGRESS","H0FL04157","DEEGAN, DONNA","DEM","H","FL","4 ","C",FALSE,TRUE
"C00649194","WATTS FOR CONGRESS","H8NC06079","WATTS, RYAN","DEM","H","NC","6 ","C",FALSE,TRUE
"C00698845","TANNER DO FOR CONGRESS","H0TX03096","DO, TANNER T","DEM","H","TX","3 ","C",FALSE,TRUE
"C00543504","4 MA PAC",,,,,,,,FALSE,FALSE
"C00725515","JOANNE MANTILLA FOR CONGRESS","H0PA02083","MANTILLA, JOANNE MARIE CEMPRON MS.","DEM","H","PA","2 ","C",FALSE,TRUE
"C00530816","IMMIGRATION REFORM FUND",,,,,,,,FALSE,FALSE
"C00629071","FEARLESS FOR THE PEOPLE PAC",,,,,,,,FALSE,FALSE
"C00714949","VOTERS FOR PHIL DODDS","H2FL03130","DODDS, PHILIP BENJAMIN","DEM","H","FL","3 ","C",FALSE,TRUE
"C00700708","COMMITTEE TO ELECT STEPHANY ROSE SPAULDING","S0CO00484","SPAULDING, STEPHANY ROSE","DEM","S","CO","0 ","C",FALSE,TRUE
"C00711176","COMMITTEE TO ELECT LISA PETERSON","H0MA06114","PETERSON, LISA","DEM","H","MA","6 ","C",FALSE,TRUE
"C00653816","COMMITTEE TO ELECT JARED GOLDEN","H8ME02185","GOLDEN, JARED","DEM","H","ME","2 ","I",FALSE,TRUE
"C00719765","BLUE CENTRAL VALLEY FUND",,,,,,,,FALSE,FALSE
"C00651109","STATE GOVERNMENT CITIZENS' CAMPAIGN",,,,,,,,FALSE,FALSE
"C00695825","FIRST STATE VICTORY FUND 2020",,,,,,,,FALSE,FALSE
"C00697300","ACT NOW ON CLIMATE",,,,,,,,FALSE,FALSE
"C00707901","FRANGELL BASORA FOR CONGRESS","H0NY15236","BASORA, FRANGELL","DEM","H","NY","15","O",FALSE,TRUE
"C00691089","LORENA FOR COLORADO","S0CO00435","GARCIA, LORENA LORENA FOR","DEM","S","CO","0 ","C",FALSE,TRUE
"C00634675","THE PLURALISM PROJECT",,,,,,,,FALSE,FALSE
"C00688408","PROUD MISSISSIPPIANS FOR PROGRESS",,,,,,,,FALSE,FALSE
"C00557652","NORMA TORRES FOR CONGRESS","H4CA35031","TORRES, NORMA","DEM","H","CA","35","I",FALSE,TRUE
"C00712554","DANIEL KILGORE FOR OHIO","H0OH15131","KILGORE, DANIEL MCARTHUR MR.","DEM","H","OH","15","C",FALSE,TRUE
"C00726414","CAROLYN LONG VICTORY FUND 2020",,,,,,,,FALSE,FALSE
"C00700534","ADRIENNE BELL FOR CONGRESS","H8TX14120","BELL, ADRIENNE","DEM","H","TX","14","C",FALSE,TRUE
"C00667279","COMMITTEE TO ELECT ENOCH","H8OH08097","ENOCH, VANESSA L. DR.","DEM","H","OH","8 ","C",FALSE,TRUE
"C00443705","JACKIE SPEIER FOR CONGRESS","H8CA12171","SPEIER, JACKIE","DEM","H","CA","14","I",FALSE,TRUE
"C00719112","GEORGETTE GOMEZ FOR CONGRESS","H0CA53107","GOMEZ, GEORGETTE","DEM","H","CA","53","O",FALSE,TRUE
"C00697615","FRIENDS OF VALERIE MCCRAY","P00010660","MCCRAY, VALERIE LIN DR.","IND","P","US","0 ","C",FALSE,TRUE
"C00590455","MICHIGAN DEMOCRATIC PARTY SIXTH DISTRICT FEDERAL COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00683474","ROUDA VICTORY FUND",,,,,,,,FALSE,FALSE
"C00696625","CURTIS JOSEPH SOBIE 2020","H0NC04162","SOBIE, CURTIS","DEM","H","NC","4 ","C",FALSE,TRUE
"C00700740","ANGELA FLYNN FOR CONGRESS","H0NC06191","FLYNN, ANGELA DARROW MS","DEM","H","NC","6 ","C",FALSE,TRUE
"C00452276","PODER PAC",,,,,,,,FALSE,FALSE
"C00509521","DEMOCRATIC ASIANAMERICANS OF VIRGINIA FEDERAL",,,,,,,,FALSE,FALSE
"C00512426","SEAN PATRICK MALONEY FOR CONGRESS","H2NY22139","MALONEY, SEAN PATRICK","DEM","H","NY","18","I",FALSE,TRUE
"C00699090","BETO FOR AMERICA","P00010793","O'ROURKE, ROBERT BETO","DEM","P","US","0 ","C",FALSE,TRUE
"C00721837","HAMMOND FOR PA","H0PA11183","HAMMOND, SARAH","DEM","H","PA","11","C",FALSE,TRUE
"C00654475","SMART SOLUTIONS PAC",,,,,,,,FALSE,FALSE
"C00648675","FRIENDS OF KEVIN GAITHER","H8IL15072","GAITHER, KEVIN","DEM","H","IL","15","C",FALSE,TRUE
"C00703041","THE COMMITTEE TO ELECT STEVEN WILLIAMS FOR SENATE","S0NC00301","WILLIAMS, STEVEN LATHROP MR.","DEM","S","NC","0 ","C",FALSE,TRUE
"C00713479","SHAHEEN JONES VICTORY FUND",,,,,,,,FALSE,FALSE
"C00723379","JARAMILLO FOR TEXAS","H0TX17138","JARAMILLO, DAVID","DEM","H","TX","17","O",FALSE,TRUE
"C00591388","KIMBERLY WALKER FOR CONGRESS CAMPAIGN","H6FL13197","WALKER, KIMBERLY H MS","DEM","H","FL","12","C",FALSE,TRUE
"C00698068","LAUREN ASHCRAFT FOR CONGRESS","H0NY12175","ASHCRAFT, LAUREN","DEM","H","NY","12","C",FALSE,TRUE
"C00564690","CAPA21- FEDERAL",,,,,,,,FALSE,FALSE
"C00730697","DR. AL GROSS VICTORY 2020",,,,,,,,FALSE,FALSE
"C00253187","PETERSON FOR CONGRESS","H2MN07014","PETERSON, COLLIN CLARK","DEM","H","MN","7 ","I",FALSE,TRUE
"C00707547","DARY FOR CONGRESS","H0CA22094","REZVANI SARABI, AMIR DARYOUSH","DEM","H","CA","22","C",FALSE,TRUE
"C00714816","PADE FOR CONGRESS","H0WI01104","RANDAZZA-PADE, JOSHUA JERRY","DEM","H","WI","1 ","C",FALSE,TRUE
"C00683680","#JUSTICEFORALL",,,,,,,,FALSE,FALSE
"C00713297","WENDY DAVIS FOR CONGRESS","H0TX21148","DAVIS, WENDY","DEM","H","TX","21","C",FALSE,TRUE
"C00694307","FRIENDS OF CAROL H IANNUZZI","H0TX26121","IANNUZZI, CAROL HIGBEE","DEM","H","TX","26","C",FALSE,TRUE
"C00499947","FRIENDS OF DAN KILDEE","H2MI05119","KILDEE, DANIEL T.","DEM","H","MI","5 ","I",FALSE,TRUE
"C00652255","JOE4HOOSIERS","H8IN04140","MACKEY, JOSEPH WILLIAM MR","DEM","H","IN","4 ","O",FALSE,TRUE
"C00664284","TINA SMITH VICTORY",,,,,,,,FALSE,FALSE
"C00430108","DEMOCRATIC PARTY OF SANTA CRUZ COUNTY",,,"DEM",,,,,FALSE,FALSE
"C00657304","STANTON FOR CONGRESS","H8AZ09040","STANTON, GREG","DEM","H","AZ","9 ","I",FALSE,TRUE
"C00539601","PINEAPPLE PAC",,,,,,,,FALSE,FALSE
"C00712869","ACTIVISM FOR CHANGE",,,,,,,,FALSE,FALSE
"C00717439","WILLIAM HANSON FOR CONGRESS","H0AR04087","HANSON, WILLIAM MR.","DEM","H","AR","4 ","C",FALSE,TRUE
"C00719773","PWS VICTORY FUND",,,,,,,,FALSE,FALSE
"C00678060","FRIENDS AND FAMILY OF MARY BRANNON FOR CONGRESS","H8OK04094","BRANNON, MARY","DEM","H","OK","4 ","C",FALSE,TRUE
"C00603084","NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC",,,,,,,,FALSE,FALSE
"C00540906","CHERPAC",,,,,,,,FALSE,FALSE
"C00715326","VAN HOLLEN/GIDEON JOINT FUND 2020",,,,,,,,FALSE,FALSE
"C00697045","NANCY HARRIS FOR US SENATE","S0ID00149","HARRIS, NANCY LYNN","DEM","S","ID","0 ","C",FALSE,TRUE
"C00609636","COLLEGE DEMOCRATS OF CONNECTICUT",,,,,,,,FALSE,FALSE
"C00719435","AARON NETTLES FOR CONGRESS","H0CA44163","NETTLES, AARON","DEM","H","CA","44","C",FALSE,TRUE
"C00638767","CORI BUSH FOR CONGRESS","H8MO01143","BUSH, CORI","DEM","H","MO","1 ","C",FALSE,TRUE
"C00711556","MIKE BROIHIER FOR SENATE","S0KY00321","BROIHIER, MICHAEL GEORGE","DEM","S","KY","0 ","C",FALSE,TRUE
"C00721449","JAKE AUCHINCLOSS FOR CONGRESS","H0MA04192","AUCHINCLOSS, JAKE","DEM","H","MA","4 ","C",FALSE,TRUE
"C00713396","ELYSABETH BRITT FOR SENATE","S0OK00321","BRITT, ELYSABETH","DEM","S","OK","0 ","C",FALSE,TRUE
"C00712273","REED FOR CONGRESS","H0TX22179","REED, DERRICK","DEM","H","TX","22","C",FALSE,TRUE
"C00555813","KATHLEEN RICE FOR CONGRESS","H4NY04075","RICE, KATHLEEN","DEM","H","NY","4 ","I",FALSE,TRUE
"C00165548","SAC PAC",,,,,,,,FALSE,FALSE
"C00653733","PALZEWICZ FOR WISCONSIN","H8WI05165","PALZEWICZ, TOM","DEM","H","WI","5 ","O",FALSE,TRUE
"C00696757","ANTHONY CLARK 2020","H8IL07103","CLARK, ANTHONY","DEM","H","IL","7 ","C",FALSE,TRUE
"C00640714","DEAN PHILLIPS FOR CONGRESS","H8MN03143","PHILLIPS, DEAN","DFL","H","MN","3 ","I",FALSE,TRUE
"C00476523","KAREN BASS FOR CONGRESS","H0CA33117","BASS, KAREN","DEM","H","CA","37","I",FALSE,TRUE
"C00723221","VOTE SINHA","H0SC02087","SINHA, VIRESH M","DEM","H","SC","2 ","C",FALSE,TRUE
"C00720409","KENNEDY SINEMA VICTORY FUND",,,,,,,,FALSE,FALSE
"C00580068","PROGRESSIVE TURNOUT PROJECT",,,,,,,,FALSE,FALSE
"C00721225","DEFENSE DEM PAC",,,,,,,,FALSE,FALSE
"C00648493","CASTEN FOR CONGRESS","H8IL06139","CASTEN, SEAN","DEM","H","IL","6 ","I",FALSE,TRUE
"C00516500","POWERPACPLUS",,,,,,,,FALSE,FALSE
"C00427773","DULLES AREA DEMOCRATS",,,,,,,,FALSE,FALSE
"C00459099","DELBENE FOR CONGRESS","H0WA08046","DELBENE, SUZAN K","DEM","H","WA","1 ","I",FALSE,TRUE
"C00663641","BARAJAS FOR PROGRESS","H0OR01152","BARAJAS, RICARDO MR.","DEM","H","OR","1 ","C",FALSE,TRUE
"C00162578","WVDP",,,"DEM",,,,,FALSE,FALSE
"C00630012","IT STARTS TODAY",,,,,,,,FALSE,FALSE
"C00718064","MARILYN FOR U S SENATE","S0IL00576","JORDAN LAWLOR, MARILYN","DEM","S","IL","0 ","C",FALSE,TRUE
"C00470765","PROGRESS FOR OREGON","S8OR00207","MERKLEY, JEFFREY ALAN","DEM","S","OR","0 ","I",FALSE,FALSE
"C00683664","FAIRNESS PAC",,,,,,,,FALSE,FALSE
"C00698563","MCKAYLA WILKES FOR CONGRESS","H0MD05183","WILKES, MCKAYLA","DEM","H","MD","5 ","C",FALSE,TRUE
"C00658542","WIN THE FOURTH COLORADO",,,,,,,,FALSE,FALSE
"C00684829","RVB2020 COMMITTEE FOR RYAN VON BEVERN","P00008102","VON BEVERN, RYAN NICHOLAS","DEM","P","US","0 ","C",FALSE,TRUE
"C00701276","GREEN NEW DEAL ALLIANCE",,,,,,,,FALSE,FALSE
"C00694091","EVA PUTZOVA FOR CONGRESS","H0AZ01358","PUTZOVA, EVA","DEM","H","AZ","1 ","C",FALSE,TRUE
"C00696948","BERNIE 2020","P60007168","SANDERS, BERNARD","DEM","P","US","0 ","C",FALSE,TRUE
"C00670216","YOUTH PROGRESSIVE ACTION CATALYST",,,,,,,,FALSE,FALSE
"C00723114","LEVIN VICTORY FUND 2020",,,,,,,,FALSE,FALSE
"C00711150","MONDAIRE FOR CONGRESS","H0NY17174","JONES, MONDAIRE","DEM","H","NY","17","C",FALSE,TRUE
"C00718106","SHANNON FABERT FOR THE 4TH","H0KY04125","FABERT, SHANNON","DEM","H","KY","4 ","C",FALSE,TRUE
"C00707828","CYBER WAR ROOM",,,,,,,,FALSE,FALSE
"C00725770","KEADY 2020","H0NJ04177","KEADY, JAMES","DEM","H","NJ","4 ","C",FALSE,TRUE
"C00462861","KUSTER FOR CONGRESS, INC","H0NH02181","KUSTER, ANN MCLANE","DEM","H","NH","2 ","I",FALSE,TRUE
"C00429571","DEMOCRATS FOR ISRAEL",,,,,,,,FALSE,FALSE
"C00711598","ABBIE HODGSON FOR CONGRESS","H0KS02170","HODGSON, ABBIE","DEM","H","KS","2 ","C",FALSE,TRUE
"C00719831","DANYELL LANIER FOR CONGRESS","H0OK02210","LANIER, DANYELL","DEM","H","OK","2 ","C",FALSE,TRUE
"C00607200","SUOZZI FOR CONGRESS","H6NY03247","SUOZZI, THOMAS","DEM","H","NY","3 ","I",FALSE,TRUE
"C00512970","KENNEDY FOR MASSACHUSETTS","S0MA00208","KENNEDY, JOSEPH P III","DEM","S","MA","0 ","C",FALSE,TRUE
"C00701730","ELLIS FOR CONGRESS","H8MO08098","ELLIS, KATHRYN GAIL","DEM","H","MO","8 ","C",FALSE,TRUE
"C00655423","BRIDGE THE GAP PAC",,,,,,,,FALSE,FALSE
"C00712000","KIM DAUGHERTY FOR CONGRESS","H0VA05137","DAUGHERTY, KIMBERLY MARIE","DEM","H","VA","5 ","C",FALSE,TRUE
"C00307314","BLUMENAUER FOR CONGRESS","H6OR03064","BLUMENAUER, EARL","DEM","H","OR","3 ","I",FALSE,TRUE
"C00708800","FRED SCHULTZ JD FOR PRESIDENT 2020","P00012310","SCHULTZ, FREDERIC","DEM","P","US","0 ","C",FALSE,TRUE
"C00590778","LISA BLUNT ROCHESTER FOR CONGRESS","H6DE00206","BLUNT ROCHESTER, LISA","DEM","H","DE","0 ","I",FALSE,TRUE
"C00722991","COMMITTEE TO ELECT LIZ JOHNSON, LLC","H0GA12059","JOHNSON, ELIZABETH (LIZ)","DEM","H","GA","12","C",FALSE,TRUE
"C00666149","XOCHITL FOR NEW MEXICO","H8NM02248","TORRES SMALL, XOCHITL","DEM","H","NM","2 ","I",FALSE,TRUE
"C00695411","MIKE JOHNSTON FOR US SENATE","S0CO00468","JOHNSTON, MICHAEL C","DEM","S","CO","0 ","C",FALSE,TRUE
"C00721019","CORA FOR MONTANA","S0MT00132","NEUMANN, CORA","DEM","S","MT","0 ","C",FALSE,TRUE
"C00680918","CASE FOR CONGRESS","H2HI02128","CASE, EDWARD","DEM","H","HI","1 ","I",FALSE,TRUE
"C00710475","VOTE DONNA US CONGRESS","H0TX31097","IMAM, DONNA","DEM","H","TX","31","C",FALSE,TRUE
"C00707265","ARMITAGE FOR CONGRESS","H0WA05125","ARMITAGE, CHRISTOPHER","DEM","H","WA","5 ","C",FALSE,TRUE
"C00725887","CLARK GIDEON VICTORY FUND",,,,,,,,FALSE,FALSE
"C00540443","GIFFORDS PAC",,,,,,,,FALSE,FALSE
"C00704882","ALEX HUBBARD FOR CONGRESS","H0NY09098","HUBBARD, ALEXANDER","DEM","H","NY","9 ","C",FALSE,TRUE
"C00659870","EVERYDISTRICT",,,,,,,,FALSE,FALSE
"C00720706","UMBRELLA PAC",,,,,,,,FALSE,FALSE
"C00731141","BRIGID FOR SOUTH JERSEY","H0NJ02197","HARRISON, BRIGID CALLAHAN","DEM","H","NJ","2 ","C",FALSE,TRUE
"C00704254","STUDENTS 4 BIDEN",,,,,,,,FALSE,FALSE
"C00516666","GRACE FOR NEW YORK","H2NY06116","MENG, GRACE","DEM","H","NY","6 ","I",FALSE,TRUE
"C00267385","ELEVENTH CONGRESSIONAL DISTRICT DEMOCRATIC COMMITTEE OF VIRGINIA",,,"DEM",,,,,FALSE,FALSE
"C00722132","CAVELL FOR CONGRESS","H0MA04200","CAVELL, DAVID F","DEM","H","MA","4 ","C",FALSE,TRUE
"C00641712","AL WOOLUM 4 CONGRESS TX-12","H8TX12082","WOOLUM, ALBERT E","DEM","H","TX","12","C",FALSE,FALSE
"C00552588","BRENDA LAWRENCE FOR CONGRESS","H2MI14111","LAWRENCE, BRENDA LULENAR","DEM","H","MI","14","I",FALSE,TRUE
"C00693739","CHRIS ROWE FOR AMERICA","H0TN01043","ROWE, CHRISTOPHER LEE","DEM","H","TN","1 ","C",FALSE,TRUE
"C00495580","STABENOW VICTORY FUND","S8MI00281","STABENOW, DEBBIE","DEM","S","MI","0 ","I",FALSE,FALSE
"C00671610","RYAN A. FARBER FOR PRESIDENT","P00006981","FARBER, RYAN ANDREW","DEM","P","US","0 ","C",FALSE,TRUE
"C00699967","DONOVAN BOSON FOR US!",,,"DEM",,,,,FALSE,FALSE
"C00720193","BRODY PIERROTTIE FOR CONGRESS","H0LA05096","PIERROTTIE, BRODY","DEM","H","LA","5 ","C",FALSE,TRUE
"C00574889","TAMMY FOR ILLINOIS","S6IL00292","DUCKWORTH, L TAMMY","DEM","S","IL","0 ","C",FALSE,TRUE
"C00351031","ASIAN AMERICAN ACTION FUND",,,,,,,,FALSE,FALSE
"C00639054","DEB HAALAND FOR CONGRESS","H8NM01331","HAALAND, DEBRA","DEM","H","NM","1 ","I",FALSE,TRUE
"C00492520","AMERICA VOTES ACTION FUND",,,,,,,,FALSE,FALSE
"C00708156","FRIENDS OF ERICA FOR CONGRESS","H0NY12183","VLADIMER, ERICA ARDEN","DEM","H","NY","12","C",FALSE,TRUE
"C00701706","KIMFORCONGRESS","H0TX24167","OLSON, KIMBERLY D","DEM","H","TX","24","C",FALSE,TRUE
"C00696666","IRON PAC",,,,,,,,FALSE,FALSE
"C00573725","TEXAS FEDERAL BLUE SEED PAC",,,,,,,,FALSE,FALSE
"C00276659","SLO COUNTY DEMOCRATIC PARTY-FEDERAL",,,"DEM",,,,,FALSE,FALSE
"C00667055","DEMSVOTE",,,,,,,,FALSE,FALSE
"C00730853","DEVIN PANDY FOR CONGRESS","H0GA09170","PANDY, DEVIN D MR SR","DEM","H","GA","9 ","C",FALSE,TRUE
"C00424515","CENTRAL VALLEY DEMOCRATIC CLUB",,,"DEM",,,,,FALSE,FALSE
"C00702159","COMMITTEE TO ELECT DANIEL ULYSSES LOCKWOOD","H0NC04170","LOCKWOOD, DANIEL ULYSSES","DEM","H","NC","4 ","C",FALSE,TRUE
"C00661488","FRIENDS OF INTELLIGENT DEMOCRACY",,,,,,,,FALSE,FALSE
"C00709386","THROW HIM OUT 2020",,,,,,,,FALSE,FALSE
"C00647784","THE PEOPLE PAC",,,,,,,,FALSE,FALSE
"C00713982","JUSTIN BONNER FOR CONGRESS","H0WI03100","BONNER, JUSTIN","DEM","H","WI","3 ","C",FALSE,TRUE
"C00718866","JON OSSOFF FOR SENATE","S8GA00180","OSSOFF, T. JONATHAN","DEM","S","GA","0 ","C",FALSE,TRUE
"C00647685","THE CANNABIS FUND",,,,,,,,FALSE,FALSE
"C00484642","SMP",,,,,,,,FALSE,FALSE
"C00649376","CAROLYN FOR CONGRESS","H8GA07201","BOURDEAUX, CAROLYN","DEM","H","GA","7 ","O",FALSE,TRUE
"C00716274","BETSY DIRKSEN LONDRIGAN 2020 VICTORY FUND",,,,,,,,FALSE,FALSE
"C00729020","DICKERSON DISTRICT 9","H0VA09121","DICKERSON, CAMERON DREW MR.","IND","H","VA","9 ","C",FALSE,TRUE
"C00438028","MARIPOSA COUNTY DEMOCRATIC CENTRAL COMMITTEE",,,"DEM",,,,,FALSE,FALSE
"C00714063","CHRISTINE CONFORTI FOR A CONSCIOUS CONGRESS","H0NJ04144","CONFORTI, CHRISTINE MARIE","DEM","H","NJ","4 ","C",FALSE,TRUE
"C00641555","SQUARE ONE POLITICS",,,,,,,,FALSE,FALSE
"C00682203","THE REALLY ONLINE LEFTY LEAGUE",,,,,,,,FALSE,FALSE
"C00682229","JANZ VICTORY FUND",,,,,,,,FALSE,FALSE
"C00730440","MIKE GRIMES FOR CONGRESS","H0TX31154","GRIMES, MICHAEL EDWARD","DEM","H","TX","31","C",FALSE,TRUE
"C00714147","COMMITTEE TO ELECT ANDY JACOBS","H0IN05227","JACOBS, ANDREW JAMES JR.","DEM","H","IN","5 ","O",FALSE,TRUE
"C00680777","CALIFORNIA CANDIDATES VICTORY FUND",,,,,,,,FALSE,FALSE
"C00693135","LIZ WAHL FOR TX-23","H0TX23144","WAHL, LIZ DOMINGO","DEM","H","TX","23","C",FALSE,TRUE
"C00494856","LOIS FRANKEL FOR CONGRESS","H2FL14053","FRANKEL, LOIS J.","DEM","H","FL","21","I",FALSE,TRUE
"C00721001","TAWNJA FOR CONGRESS","H0MN06150","ZAHRADKA, TAWNJA","DFL","H","MN","6 ","C",FALSE,TRUE
"C00704635","LACY WATSON FOR CONGRESS","H0WV03144","WATSON, EUGENE LACY","DEM","H","WV","3 ","C",FALSE,TRUE
"C00714873","ALABAMA ARIZONA VICTORY 2020",,,,,,,,FALSE,FALSE
"C00701599","JON HOADLEY FOR CONGRESS","H0MI06152","HOADLEY, JON","DEM","H","MI","6 ","C",FALSE,TRUE
"C00713263","FRIENDS OF GLADYS HARRISON","H0NE02185","HARRISON, GLADYS LUCRETIA","DEM","H","NE","2 ","C",FALSE,TRUE
"C00717801","MARK WASHBURNE FOR CONGRESS","H8NJ11183","WASHBURNE, MARK","DEM","H","NJ","11","C",FALSE,TRUE
"C00502294","SWALWELL FOR CONGRESS","H2CA15094","SWALWELL, ERIC MICHAEL","DEM","H","CA","15","I",FALSE,TRUE
"C00711994","JEN2020","H0FL23082","PERELMAN, JENNIFER PILCHICK","DEM","H","FL","23","C",FALSE,TRUE
"C00331454","PEOPLE FOR THE AMERICAN WAY VOTERS ALLIANCE",,,,,,,,FALSE,FALSE
"C00271312","COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS","H2NY00010","VELAZQUEZ, NYDIA M.","DEM","H","NY","7 ","I",FALSE,TRUE
"C00691725","OHIO CD-04 WATCH",,,,,,,,FALSE,FALSE
"C00723387","MARIJUANA REFORM PARTY PAC",,,,,,,,FALSE,FALSE
"C00730184","ROBERT COOPER FOR CONGRESS","H0CA25238","COOPER, ROBERT","DEM","H","CA","25","C",FALSE,TRUE
"C00625988","FUTURE FORUM PAC",,,,,,,,FALSE,FALSE
"C00427617","BLUE AMERICA PAC",,,,,,,,FALSE,FALSE
"C00657452","DEMOCRATIC CONSERVATION ALLIANCE PAC",,,,,,,,FALSE,FALSE
"C00715409","CRISTINA FOR TEXAS","S8TX00459","TZINTZUN RAMIREZ, CRISTINA","DEM","S","TX","0 ","C",FALSE,TRUE
"C00706309","AMERICANS AGAINST TRUMP",,,,,,,,FALSE,FALSE
"C00439984","OJAI VALLEY DEMOCRATIC CLUB",,,,,,,,FALSE,FALSE
